Prowess_company_code,Company,year,roa,tq,DebtToEquity,SalesGrowth,FirmAge,NumPlants,Num_of_supplier,Num_of_supp_countries,Num_of_product,Num_of_plant,Num_of customers,SCC1,SCC2,SCC3,SCC4,SCC5,SCC6
241914,Suprajit Engineering Ltd.,2013,12.82,3.05,0.64,0.1447617003005581,28.0,11.0,3,1,5,11,2,9,9,10,9,14,14
242059,Supreme Petrochem Ltd.,2012,7.1,1.72,0.21,0.3184476998610319,23.0,2.0,3,3,5,2,2,9,10,8,9,14,14
242059,Supreme Petrochem Ltd.,2013,2.99,1.63,0.09,0.0905436545448505,24.0,2.0,3,3,5,2,2,9,10,8,9,14,14
242059,Supreme Petrochem Ltd.,2015,6.24,2.91,0.0,-0.2041738389375683,26.0,2.0,3,2,6,2,1,8,9,7,8,12,12
242059,Supreme Petrochem Ltd.,2016,17.31,3.91,0.0,0.3667438648677361,27.0,2.0,3,2,6,2,1,8,9,7,8,12,12
377307,Surana Solar Ltd.,2012,4.36,1.34,0.7,0.3060410072932433,6.0,3.0,3,2,4,3,2,8,8,8,9,13,12
377307,Surana Solar Ltd.,2015,1.62,2.12,0.97,-0.0473803743441146,9.0,3.0,3,1,3,3,2,7,7,8,8,10,9
377307,Surana Solar Ltd.,2016,1.58,2.09,0.44,-0.2878987175271292,10.0,3.0,3,1,3,3,3,8,7,9,8,10,9
246040,T I L Ltd.,2016,17.08,0.77,0.24,-0.0069506592685399,42.0,3.0,3,2,10,3,6,11,11,11,12,18,17
247249,Tamilnadu Petroproducts Ltd.,2012,-4.15,0.33,0.6,0.0469234142063723,28.0,1.0,3,1,10,1,5,9,9,9,9,14,14
247249,Tamilnadu Petroproducts Ltd.,2015,-4.7,0.68,0.26,-0.2584224536496521,31.0,1.0,3,1,8,1,3,8,8,9,9,12,12
325299,Tara Jewels Ltd.,2014,2.65,0.37,0.56,-0.0020957703543756,13.0,1.0,3,2,8,1,7,11,10,10,9,15,15
325299,Tara Jewels Ltd.,2015,0.76,0.26,1.04,-0.0403558270929238,14.0,1.0,3,2,8,1,7,9,9,8,9,15,15
325299,Tara Jewels Ltd.,2016,-0.91,0.17,1.04,-0.1222754402770613,15.0,1.0,3,2,4,1,4,8,8,8,8,11,8
248179,Tata Sponge Iron Ltd.,2015,2.74,0.94,0.0,-0.2703129502622328,33.0,1.0,3,1,6,1,4,8,8,8,8,11,10
248179,Tata Sponge Iron Ltd.,2016,5.69,1.02,0.0,-0.0282446606849486,34.0,1.0,3,1,6,1,4,8,8,8,8,11,11
251033,Tilaknagar Industries Ltd.,2013,3.66,1.49,1.63,0.2166393591844166,80.0,4.0,3,1,4,4,3,8,8,7,8,13,11
251642,Titagarh Wagons Ltd.,2012,1.89,1.13,0.09,-0.220562311392632,15.0,2.0,3,1,12,2,2,8,8,7,7,13,13
251642,Titagarh Wagons Ltd.,2016,1.48,1.61,0.05,0.087670347744361,19.0,2.0,3,2,7,2,3,9,9,8,9,14,13
251664,Titan Company Ltd.,2012,13.69,12.66,0.0,0.1377224282594666,28.0,8.0,3,1,9,8,13,12,12,11,11,18,19
252196,Torrent Pharmaceuticals Ltd.,2013,18.76,3.71,0.5,0.2137046794086505,41.0,4.0,3,1,2,4,3,8,8,9,9,12,12
252196,Torrent Pharmaceuticals Ltd.,2014,11.22,6.81,0.94,0.0365033049484904,42.0,4.0,3,1,2,4,3,8,8,9,9,12,12
252196,Torrent Pharmaceuticals Ltd.,2016,10.77,5.28,0.55,-0.1614409545082683,44.0,6.0,3,2,2,6,2,9,9,10,10,13,13
252938,Transformers & Rectifiers (India) Ltd.,2014,-0.84,0.83,0.46,-0.2480067300327711,20.0,3.0,3,1,3,3,3,8,7,8,7,11,10
253023,Transpek Industry Ltd.,2012,5.04,0.82,1.41,0.3526469870700173,47.0,1.0,3,1,7,1,6,8,10,9,10,13,13
254532,Triveni Engineering & Inds. Ltd.,2016,6.45,2.37,2.21,0.4825172379334466,84.0,9.0,3,1,15,9,1,10,10,10,10,15,15
73840,Uflex Ltd.,2014,3.13,0.65,0.47,0.0464814439261813,26.0,3.0,3,2,13,3,26,12,12,12,12,19,19
256715,Ultramarine & Pigments Ltd.,2012,9.18,1.67,0.07,0.0475338790672077,52.0,2.0,3,1,6,2,3,8,9,7,8,12,12
256715,Ultramarine & Pigments Ltd.,2013,9.99,1.26,0.02,0.0655371683740477,53.0,2.0,3,1,7,2,3,8,9,7,8,13,13
256715,Ultramarine & Pigments Ltd.,2014,12.21,1.86,0.0,0.1448292863305804,54.0,2.0,3,1,7,2,2,7,9,6,8,12,12
256715,Ultramarine & Pigments Ltd.,2015,16.05,2.84,0.0,0.2944121447028425,55.0,2.0,3,1,7,2,2,7,8,6,7,11,11
256715,Ultramarine & Pigments Ltd.,2016,16.06,3.66,0.0,0.1608234560199624,56.0,2.0,3,1,10,2,2,8,9,7,8,13,13
257120,Unichem Laboratories Ltd.,2015,9.57,2.37,0.01,0.1248464443332271,53.0,6.0,3,3,5,6,3,11,12,12,13,16,16
261277,Vadilal Industries Ltd.,2016,4.77,3.67,1.41,0.0549296083986732,34.0,3.0,3,1,7,3,7,9,10,8,9,15,14
269742,Vivimed Labs Ltd.,2016,9.4,1.95,1.09,0.786944270507201,28.0,6.0,3,2,10,6,35,13,13,12,12,20,20
177524,Voith Paper Fabrics India Ltd.,2012,9.12,1.08,0.0,0.0716171617161716,44.0,1.0,3,1,3,1,1,6,6,6,6,7,7
177524,Voith Paper Fabrics India Ltd.,2013,8.55,0.86,0.0,0.0280258700338775,45.0,1.0,3,1,4,1,1,6,6,5,5,8,8
177524,Voith Paper Fabrics India Ltd.,2014,11.44,1.18,0.0,0.7435590173756741,46.0,1.0,3,1,4,1,1,6,6,5,5,8,8
173299,Wanbury Ltd.,2012,-4.06,0.54,6.03,0.2086158070883033,24.0,3.0,3,2,9,3,5,11,11,10,10,17,17
271560,Wendt (India) Ltd.,2012,6.12,3.69,0.0,-0.1028723501881252,32.0,1.0,3,3,9,1,5,11,11,10,10,16,16
271560,Wendt (India) Ltd.,2013,7.11,2.89,0.01,0.0609656301145662,33.0,1.0,3,2,9,1,4,10,10,9,9,14,15
271560,Wendt (India) Ltd.,2014,8.32,4.3,0.0,0.1152140377940609,34.0,1.0,3,2,8,1,4,10,10,9,9,14,14
271560,Wendt (India) Ltd.,2015,6.57,4.08,0.01,0.1058182761303707,35.0,1.0,3,2,10,1,5,10,10,9,9,15,14
271560,Wendt (India) Ltd.,2016,7.99,3.32,0.01,0.101790321319678,36.0,1.0,3,2,14,1,5,10,10,9,9,15,14
272084,Wheels India Ltd.,2013,2.54,2.82,0.91,-0.0532580672985691,53.0,8.0,3,1,4,8,8,10,9,11,10,15,15
272390,Wim Plast Ltd.,2012,19.63,1.89,0.0,0.2610133615557615,24.0,5.0,3,2,4,5,3,10,10,11,11,15,15
272390,Wim Plast Ltd.,2013,19.08,1.72,0.0,0.1918799832144357,25.0,6.0,3,2,4,6,3,10,10,11,11,15,15
272390,Wim Plast Ltd.,2014,19.0,5.12,0.0,0.2419974767479389,26.0,6.0,3,2,4,6,3,10,10,11,11,15,15
272390,Wim Plast Ltd.,2015,19.41,5.72,0.0,0.0100163001110296,27.0,6.0,3,2,4,6,3,10,10,11,11,15,15
274688,Yuken India Ltd.,2014,-0.42,1.61,0.65,0.1119240008735531,38.0,5.0,3,2,5,5,2,10,10,10,10,15,13
274688,Yuken India Ltd.,2015,-0.15,2.75,1.01,0.082785033879996,39.0,5.0,3,2,7,5,2,10,10,10,10,15,14
274688,Yuken India Ltd.,2016,-0.37,2.38,1.2,-0.0200435334663521,40.0,5.0,3,2,8,5,2,11,11,11,11,16,14
275251,Zenith Birla (India) Ltd.,2012,-6.1,0.14,0.91,-0.4125289655582184,52.0,5.0,3,1,2,5,3,9,9,10,10,12,12
275251,Zenith Birla (India) Ltd.,2013,-32.87,0.09,4.63,-0.4731980311509676,53.0,5.0,3,1,2,5,3,9,9,10,10,12,12
275551,Zodiac Clothing Co. Ltd.,2012,3.66,2.11,0.27,-0.0058184143222506,28.0,3.0,3,2,5,3,4,10,11,9,10,15,16
275551,Zodiac Clothing Co. Ltd.,2013,4.89,2.26,0.24,0.1025146311659912,29.0,3.0,3,2,5,3,4,10,10,10,10,15,16
1120,A I A Engineering Ltd.,2012,13.05,2.94,0.14,0.2475388699279483,21.0,2.0,2,1,1,2,3,6,6,8,8,9,8
1120,A I A Engineering Ltd.,2013,20.15,3.54,0.09,0.1214374300860852,22.0,2.0,2,1,1,2,3,6,6,8,8,9,8
1120,A I A Engineering Ltd.,2014,22.29,6.51,0.05,0.1657839241473901,23.0,2.0,2,1,1,2,2,5,5,7,7,8,7
1120,A I A Engineering Ltd.,2015,27.64,4.18,0.08,-0.1231468908688454,24.0,2.0,2,1,1,2,2,5,5,7,7,8,7
35548,A P L Apollo Tubes Ltd.,2012,5.63,1.28,1.05,0.5043230631990667,26.0,2.0,2,1,6,2,37,8,8,9,9,13,12
35548,A P L Apollo Tubes Ltd.,2013,3.39,1.01,1.17,0.246242444976622,27.0,2.0,2,1,6,2,37,8,8,9,9,13,12
35548,A P L Apollo Tubes Ltd.,2014,3.71,2.25,1.2,0.0532150471711063,28.0,2.0,2,1,6,2,37,8,8,9,9,13,12
35548,A P L Apollo Tubes Ltd.,2015,5.13,4.9,1.33,0.3982371620829115,29.0,2.0,2,1,9,2,34,9,8,10,9,14,13
35548,A P L Apollo Tubes Ltd.,2016,6.05,5.87,0.57,0.0666324913785068,30.0,2.0,2,1,10,2,40,9,9,10,10,15,14
2248,A P M Industries Ltd.,2016,6.46,0.96,0.23,-0.0629352104147745,43.0,1.0,2,1,6,1,1,6,6,7,7,8,8
121704,Abbott India Ltd.,2013,10.54,4.45,0.0,0.3786949313830519,69.0,1.0,2,1,7,1,3,7,7,9,9,11,11
121704,Abbott India Ltd.,2014,10.77,8.34,0.0,-0.0066286974414183,70.0,1.0,2,1,7,1,3,7,8,9,10,11,11
6584,Ador Fontech Ltd.,2014,10.21,1.92,0.0,-0.0159138619895713,40.0,1.0,2,2,3,1,1,6,6,7,7,8,7
6585,Ador Multiproducts Ltd.,2012,-6.63,0.76,0.17,0.0693400167084377,64.0,1.0,2,2,3,1,1,6,6,7,8,8,8
6585,Ador Multiproducts Ltd.,2013,-15.28,1.08,0.24,-0.10859375,65.0,1.0,2,2,3,1,1,6,6,7,8,8,8
8183,Agro Tech Foods Ltd.,2015,4.8,4.03,0.28,0.0330492236537827,29.0,4.0,2,2,4,4,1,7,8,8,10,12,11
8183,Agro Tech Foods Ltd.,2016,5.07,3.22,0.06,0.0338339132214491,30.0,4.0,2,2,4,4,1,7,7,8,9,11,11
9431,Akar Auto Inds. Ltd.,2014,0.31,0.53,1.48,0.1217870649317351,25.0,1.0,2,1,1,1,13,7,7,9,9,10,8
9793,Aksh Optifibre Ltd.,2015,5.42,0.71,0.19,0.231709282337774,29.0,2.0,2,2,6,2,2,7,8,7,8,12,10
9793,Aksh Optifibre Ltd.,2016,2.01,0.86,0.28,0.0303102989598551,30.0,2.0,2,1,6,2,1,6,7,6,7,9,8
96407,Akzo Nobel India Ltd.,2016,6.61,5.2,0.0,0.1163321634238594,62.0,6.0,2,1,8,6,4,10,9,10,9,14,13
10566,Alembic Ltd.,2012,2.8,1.3,0.12,0.4482811189877276,105.0,1.0,2,1,4,1,3,6,5,7,6,9,7
10566,Alembic Ltd.,2013,6.77,1.69,0.09,-0.1550526315789473,106.0,1.0,2,1,5,1,4,7,5,8,6,10,8
10566,Alembic Ltd.,2014,4.94,4.15,0.0,-0.0691416469415722,107.0,1.0,2,1,5,1,4,7,6,8,7,10,7
12517,Amara Raja Batteries Ltd.,2012,18.95,3.87,0.08,0.271589385914714,27.0,2.0,2,4,8,2,37,11,11,11,11,18,18
12517,Amara Raja Batteries Ltd.,2013,19.29,4.26,0.06,0.1594243170182885,28.0,2.0,2,4,9,2,39,11,11,11,11,18,18
12517,Amara Raja Batteries Ltd.,2014,18.1,8.41,0.04,0.2089468254712556,29.0,2.0,2,4,8,2,37,11,11,11,11,18,17
15303,Andhra Sugars Ltd.,2014,0.2,0.56,0.59,0.0696456601734387,67.0,7.0,2,1,31,7,1,9,9,9,9,14,14
15303,Andhra Sugars Ltd.,2015,3.5,0.67,0.38,0.1118301557707344,68.0,7.0,2,1,30,7,1,9,9,9,9,14,14
366884,Ankit Metal & Power Ltd.,2012,3.54,0.36,1.66,0.3195436222999137,10.0,1.0,2,1,9,1,2,7,7,7,7,10,9
366884,Ankit Metal & Power Ltd.,2013,-4.4,0.24,1.68,0.234814197683757,11.0,1.0,2,1,9,1,2,7,7,7,7,10,8
366884,Ankit Metal & Power Ltd.,2014,-10.27,0.15,3.89,-0.2262548778857024,12.0,1.0,2,1,9,1,2,7,7,7,7,10,9
17206,Anuh Pharma Ltd.,2013,11.74,1.21,0.0,0.0932034366370051,53.0,1.0,2,1,6,1,1,6,6,6,6,8,8
17206,Anuh Pharma Ltd.,2014,13.25,2.68,0.0,0.0573643954810187,54.0,1.0,2,1,5,1,1,6,6,6,6,8,8
17206,Anuh Pharma Ltd.,2015,14.26,6.82,0.02,0.133888575505193,55.0,1.0,2,1,5,1,2,5,6,5,6,8,8
17206,Anuh Pharma Ltd.,2016,10.69,4.15,0.0,-0.3651234929181786,56.0,1.0,2,1,5,1,2,6,6,6,6,8,8
24306,Atul Auto Ltd.,2012,23.22,2.48,0.0,0.2450230638504493,26.0,1.0,2,1,2,1,1,5,5,6,5,6,6
24306,Atul Auto Ltd.,2014,22.31,11.75,0.0,0.1194321871617685,28.0,1.0,2,1,2,1,1,5,5,6,5,6,5
24570,Aunde Faze Three Autofab Ltd.,2012,3.03,1.12,1.68,0.3745509959725699,15.0,1.0,2,2,4,1,1,6,7,6,7,9,10
24570,Aunde Faze Three Autofab Ltd.,2013,-1.0,0.9,1.88,0.1886284447260058,16.0,1.0,2,2,4,1,1,6,7,6,6,9,10
24570,Aunde Faze Three Autofab Ltd.,2014,-3.38,1.57,2.3,-0.4103930712858095,17.0,1.0,2,2,3,1,1,6,6,7,7,8,9
24570,Aunde Faze Three Autofab Ltd.,2015,1.24,1.42,2.13,0.5829378531073448,18.0,1.0,2,2,4,1,1,6,7,6,7,9,9
24570,Aunde Faze Three Autofab Ltd.,2016,2.04,1.48,1.83,-0.1143550574630595,19.0,1.0,2,2,4,1,1,6,6,6,6,8,9
25574,Avon Lifesciences Ltd.,2015,-6.43,7.9,28.68,0.1123978201634876,22.0,2.0,2,2,2,2,1,6,7,7,8,9,9
34390,B C L Industries Ltd.,2012,-0.9,0.49,2.16,0.0737418106015486,36.0,1.0,2,1,10,1,1,7,7,7,7,10,9
34390,B C L Industries Ltd.,2015,1.64,0.57,2.02,-0.2185413909719159,39.0,1.0,2,1,10,1,1,7,7,7,7,10,9
34390,B C L Industries Ltd.,2016,2.23,0.58,2.23,0.2699305699286884,40.0,1.0,2,1,13,1,1,7,7,7,7,10,10
28920,Bajaj Electricals Ltd.,2014,-0.53,3.47,0.6,0.0552608920268642,76.0,3.0,2,2,6,3,19,10,11,10,10,16,16
28920,Bajaj Electricals Ltd.,2015,3.45,2.81,1.19,0.0791881628057151,77.0,3.0,2,2,7,3,34,10,10,10,10,16,16
28920,Bajaj Electricals Ltd.,2016,3.18,2.76,0.72,-0.0710207573214435,78.0,3.0,2,2,4,3,56,9,9,9,9,14,13
29657,Balkrishna Industries Ltd.,2012,9.99,2.15,1.46,0.1320543109873575,51.0,3.0,2,2,6,3,2,8,8,8,8,13,12
29657,Balkrishna Industries Ltd.,2013,11.04,1.88,1.25,0.1227340627397148,52.0,3.0,2,2,6,3,2,8,8,8,8,13,11
29657,Balkrishna Industries Ltd.,2014,9.59,2.67,1.03,0.0604812498444056,53.0,3.0,2,2,7,3,2,8,9,8,9,14,12
29728,Balrampur Chini Mills Ltd.,2014,-1.66,1.34,1.5,0.2185688311966651,39.0,10.0,2,1,6,10,1,8,8,9,10,12,12
29728,Balrampur Chini Mills Ltd.,2015,1.77,1.51,1.35,-0.1647906150517966,40.0,10.0,2,1,6,10,1,8,8,9,10,12,12
29728,Balrampur Chini Mills Ltd.,2016,15.17,2.11,1.16,0.2675897165920857,41.0,10.0,2,1,5,10,1,8,7,9,9,11,11
29909,Banco Products (India) Ltd.,2014,7.59,2.69,0.06,-0.0546012142812739,53.0,5.0,2,2,6,5,2,9,9,10,10,14,13
29909,Banco Products (India) Ltd.,2015,15.45,2.17,0.0,0.1753463089601963,54.0,5.0,2,2,6,5,2,9,9,11,10,14,12
30542,Barak Valley Cements Ltd.,2012,-0.08,0.28,0.86,0.1154539987973541,13.0,1.0,2,1,3,1,3,6,6,8,8,8,9
30542,Barak Valley Cements Ltd.,2016,0.78,0.56,0.76,0.1180443003781741,17.0,1.0,2,2,3,1,1,6,6,8,8,8,8
33264,Bhagyanagar India Ltd.,2013,1.07,0.31,0.5,0.1404035133489867,28.0,2.0,2,1,9,2,9,9,8,9,8,13,12
33264,Bhagyanagar India Ltd.,2014,0.44,0.53,0.56,0.0968848896175698,29.0,2.0,2,1,9,2,9,9,8,9,8,13,12
33264,Bhagyanagar India Ltd.,2015,0.23,0.61,0.45,0.1345939933259177,30.0,2.0,2,1,8,2,9,8,7,8,7,13,11
33264,Bhagyanagar India Ltd.,2016,3.16,0.58,0.72,0.0227941176470587,31.0,2.0,2,1,6,2,9,8,7,8,7,12,12
33477,Bhandari Hosiery Exports Ltd.,2012,4.09,1.33,0.48,-0.0196098353993091,19.0,1.0,2,1,1,1,12,7,7,8,8,10,10
33922,Bharat Seats Ltd.,2012,2.73,1.06,2.76,0.422308928161579,26.0,1.0,2,1,6,1,3,7,7,7,7,10,9
33922,Bharat Seats Ltd.,2013,2.83,1.0,2.45,-0.0732172458814381,27.0,1.0,2,1,6,1,3,7,7,7,7,10,8
33922,Bharat Seats Ltd.,2014,3.28,1.85,1.98,0.2378909712549068,28.0,1.0,2,1,6,1,2,6,6,6,6,9,8
36303,Birla Corporation Ltd.,2013,2.75,0.76,0.56,0.1610699522198957,94.0,5.0,2,2,5,5,1,9,8,10,10,13,12
36303,Birla Corporation Ltd.,2016,3.19,1.58,0.65,0.0331539719462239,97.0,5.0,2,1,3,5,1,7,6,9,8,9,8
36354,Birla Precision Technologies Ltd.,2013,0.26,0.1,0.26,-0.0805140597539542,27.0,2.0,2,1,6,2,9,8,9,8,9,12,12
36354,Birla Precision Technologies Ltd.,2014,-1.13,0.12,0.27,-0.0065703022339027,28.0,2.0,2,1,6,2,4,7,8,7,8,11,10
37079,Blue Star Ltd.,2012,0.96,3.18,0.75,0.0257403464539227,63.0,4.0,2,1,7,4,114,9,11,9,12,16,16
37079,Blue Star Ltd.,2013,2.26,2.7,0.84,-0.0019935477647613,64.0,4.0,2,1,7,4,71,9,10,9,10,16,16
37079,Blue Star Ltd.,2014,2.81,5.15,0.53,0.1031591759294063,65.0,4.0,2,1,10,4,80,10,12,10,11,17,17
386419,C I L Nova Petrochemicals Ltd.,2013,2.04,4.0,11.31,0.0646068283639733,10.0,1.0,2,1,8,1,2,7,8,7,7,10,10
41761,Camlin Fine Sciences Ltd.,2013,6.45,1.41,1.72,0.1863304002974346,20.0,1.0,2,1,5,1,1,6,6,7,7,8,8
41761,Camlin Fine Sciences Ltd.,2016,-2.33,5.62,1.38,-0.2013154470390611,23.0,1.0,2,2,4,1,2,6,6,7,7,9,10
42443,Carborundum Universal Ltd.,2016,9.39,4.62,0.0,0.0901553512257398,62.0,14.0,2,2,8,14,1,10,10,10,10,15,15
43677,Century Enka Ltd.,2012,2.25,0.43,0.43,-0.0408406960884735,47.0,2.0,2,1,7,2,1,6,6,6,6,10,8
43677,Century Enka Ltd.,2013,5.02,0.5,0.28,-0.0581301718377906,48.0,2.0,2,1,7,2,1,6,6,6,6,10,8
43677,Century Enka Ltd.,2014,2.79,0.49,0.22,-0.1691465366705471,49.0,2.0,2,1,6,2,1,6,6,6,6,9,8
43677,Century Enka Ltd.,2015,6.06,0.59,0.09,-0.0605483430756544,50.0,2.0,2,1,6,2,1,6,6,6,7,9,7
43677,Century Enka Ltd.,2016,9.28,0.73,0.06,0.0403001538055216,51.0,2.0,2,1,7,2,1,6,6,6,6,10,9
43750,Century Textiles & Inds. Ltd.,2012,-0.89,2.09,2.69,0.216905977726705,115.0,8.0,2,1,12,8,2,9,9,10,9,15,15
43750,Century Textiles & Inds. Ltd.,2013,-0.25,1.61,3.38,0.1177897680519584,116.0,8.0,2,1,12,8,2,9,9,9,9,15,15
49262,Clariant Chemicals (India) Ltd.,2012,10.89,3.4,0.0,0.1268512990389614,56.0,7.0,2,2,3,7,2,8,8,9,9,13,13
49138,Colgate-Palmolive (India) Ltd.,2013,21.19,20.51,0.0,0.1405115801949936,76.0,3.0,2,2,5,3,1,8,8,8,8,12,10
49138,Colgate-Palmolive (India) Ltd.,2014,21.25,24.38,0.0,0.1181969245377574,77.0,3.0,2,2,5,3,1,8,8,8,8,12,10
49138,Colgate-Palmolive (India) Ltd.,2015,17.64,21.84,0.0,0.0263408673828025,78.0,3.0,2,2,5,3,1,7,7,7,7,11,9
58975,Confidence Petroleum India Ltd.,2012,0.58,0.37,0.33,-0.2775356483016723,18.0,23.0,2,2,4,23,1,8,8,9,9,13,13
58975,Confidence Petroleum India Ltd.,2013,0.6,0.27,0.26,-0.1586505360479985,19.0,23.0,2,2,4,23,1,8,8,9,9,13,13
58975,Confidence Petroleum India Ltd.,2014,-2.22,0.27,0.28,0.1184630971865015,20.0,23.0,2,2,4,23,1,8,8,9,9,13,13
58975,Confidence Petroleum India Ltd.,2015,0.6,0.83,0.27,0.3157271270294755,21.0,23.0,2,2,6,23,1,9,9,10,10,14,14
58975,Confidence Petroleum India Ltd.,2016,1.37,1.0,0.29,0.3709617625251562,22.0,23.0,2,2,6,23,1,9,9,10,9,14,14
51427,Cosboard Industries Ltd.,2012,-0.31,3.44,6.01,-0.1198156682027649,32.0,1.0,2,1,1,1,2,5,5,7,7,7,6
51427,Cosboard Industries Ltd.,2013,0.79,3.66,10.61,0.5292321116928447,33.0,1.0,2,1,1,1,3,6,6,8,8,8,7
51427,Cosboard Industries Ltd.,2014,4.92,1.56,10.09,0.2054208273894435,34.0,1.0,2,1,1,1,3,6,5,8,7,8,6
51427,Cosboard Industries Ltd.,2015,2.7,1.33,10.6,0.5027218934911242,35.0,1.0,2,1,1,1,3,6,6,8,8,8,6
377259,D B Corp Ltd.,2016,17.88,4.13,0.05,0.0897237094902327,21.0,31.0,2,2,7,31,1,9,9,9,10,15,13
57378,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,2016,2.31,1.12,0.85,0.2216690455153041,37.0,1.0,2,1,21,1,5,8,8,8,8,12,13
60726,Diamond Power Infrastructure Ltd.,2014,-2.98,0.36,2.25,-0.0975623436500904,22.0,1.0,2,1,6,1,7,8,8,9,9,11,11
60726,Diamond Power Infrastructure Ltd.,2015,-8.03,0.32,3.73,-0.1371437568886789,23.0,1.0,2,1,3,1,11,7,7,9,8,9,10
61957,Divi'S Laboratories Ltd.,2012,19.13,5.63,0.01,0.1512234665063292,22.0,2.0,2,1,6,2,4,7,8,8,9,11,12
61957,Divi'S Laboratories Ltd.,2013,20.03,5.15,0.01,0.1811763498925123,23.0,2.0,2,1,6,2,4,7,9,8,9,11,12
61957,Divi'S Laboratories Ltd.,2016,16.72,4.26,0.01,0.0840117069426009,26.0,2.0,2,1,7,2,2,6,7,6,7,11,11
65525,Easun Reyrolle Ltd.,2012,4.82,3.74,4.35,-0.2053348467650396,19.0,3.0,2,1,4,3,1,6,6,6,6,9,9
65525,Easun Reyrolle Ltd.,2013,5.52,1.75,4.33,0.3783745179260105,20.0,3.0,2,1,5,3,1,7,7,7,7,10,10
65525,Easun Reyrolle Ltd.,2014,1.45,3.01,3.03,-0.0233160621761657,21.0,3.0,2,1,5,3,1,7,7,7,7,10,8
65525,Easun Reyrolle Ltd.,2015,8.85,4.46,1.89,-0.0154907161803713,22.0,3.0,2,1,6,3,1,7,7,7,7,10,9
65525,Easun Reyrolle Ltd.,2016,2.34,7.46,5.59,0.0321155296906994,23.0,3.0,2,1,5,3,1,7,7,7,7,9,8
66917,Elgi Equipments Ltd.,2013,10.76,2.73,0.19,0.0061263283253938,53.0,1.0,2,2,6,1,3,8,8,9,8,12,12
66917,Elgi Equipments Ltd.,2014,6.75,4.43,0.21,-0.0704050624267325,54.0,1.0,2,2,6,1,2,7,7,8,7,11,11
67417,Emami Ltd.,2012,17.09,9.76,0.09,0.178544705002047,29.0,6.0,2,1,4,6,1,7,7,7,7,10,9
67523,Emco Ltd.,2014,0.15,0.46,0.99,0.088087892932096,50.0,5.0,2,2,3,5,11,10,10,10,10,14,13
67523,Emco Ltd.,2015,-1.44,0.42,1.05,-0.1167710111933219,51.0,5.0,2,2,3,5,11,10,10,10,10,14,14
67523,Emco Ltd.,2016,-3.78,0.35,1.75,0.0350600842492154,52.0,5.0,2,2,2,5,7,9,10,9,10,14,14
70379,Everest Kanto Cylinder Ltd.,2012,-5.05,0.63,1.01,-0.1872353028283725,34.0,3.0,2,2,3,3,7,9,9,9,9,13,13
71821,Fairdeal Filaments Ltd.,2012,0.45,0.59,4.4,0.0759193357058125,22.0,1.0,2,1,3,1,2,5,5,7,7,7,7
71821,Fairdeal Filaments Ltd.,2013,1.62,0.51,4.35,0.0599044468945242,23.0,1.0,2,1,3,1,2,5,5,7,7,7,6
71821,Fairdeal Filaments Ltd.,2014,3.08,0.71,2.41,0.125577901063338,24.0,1.0,2,1,3,1,2,5,5,7,7,7,6
71821,Fairdeal Filaments Ltd.,2015,1.81,1.1,2.74,0.0275709811572624,25.0,1.0,2,1,3,1,2,5,5,7,7,7,5
71821,Fairdeal Filaments Ltd.,2016,1.95,1.05,2.29,0.0572099530328769,26.0,1.0,2,1,4,1,2,5,5,7,6,7,7
73325,Finolex Cables Ltd.,2014,12.37,3.19,0.1,0.0258331839279668,47.0,4.0,2,1,5,4,2,7,7,8,8,12,12
73325,Finolex Cables Ltd.,2015,13.37,2.71,0.03,-2.330287130225539e-05,48.0,4.0,2,1,5,4,2,6,7,7,8,11,11
73325,Finolex Cables Ltd.,2016,16.29,3.59,0.0,0.0372932307465248,49.0,4.0,2,1,4,4,2,6,6,7,7,10,11
77423,G T N Industries Ltd.,2013,-0.76,0.72,8.29,0.3304125420357124,51.0,2.0,2,1,2,2,1,5,7,7,8,7,8
77423,G T N Industries Ltd.,2014,-5.33,1.58,15.74,-0.2725088112784364,52.0,2.0,2,1,2,2,1,5,6,7,8,7,8
370620,G T N Textiles Ltd.,2012,-2.43,0.34,2.63,0.2227628149435272,7.0,1.0,2,1,6,1,2,6,6,8,7,9,9
370620,G T N Textiles Ltd.,2013,1.21,0.27,2.27,0.4505234238074938,8.0,1.0,2,1,6,1,2,6,6,8,7,9,8
370620,G T N Textiles Ltd.,2014,-2.19,0.39,2.77,-0.3412579191430996,9.0,1.0,2,1,6,1,2,6,6,8,7,9,8
370620,G T N Textiles Ltd.,2015,-4.86,0.71,3.31,-0.1852567915923062,10.0,1.0,2,1,6,1,2,6,6,8,7,9,7
370620,G T N Textiles Ltd.,2016,-4.45,1.25,4.78,-0.2609066017645268,11.0,1.0,2,1,4,1,2,5,5,7,6,7,7
79147,Garden Silk Mills Ltd.,2012,-4.36,0.56,3.37,0.0695434344292997,33.0,2.0,2,2,10,2,2,8,8,8,8,14,13
79147,Garden Silk Mills Ltd.,2013,-7.28,0.48,5.29,-0.1727410461477323,34.0,2.0,2,2,11,2,2,8,8,8,8,14,14
79147,Garden Silk Mills Ltd.,2014,-7.09,0.88,10.3,-0.1452272938802837,35.0,2.0,2,2,11,2,2,8,8,8,8,14,12
