index,year,Company,ProductGroup,NumCustomers,Spatial,NumPlants,SalesGrowth,TotalAsset,roa,FirmAge,PromoterOwn,Horizontal1,scores_pred,anomaly_score_pred
2276,2012,Gontermann-Peipers (India) Ltd.,5.0,1.0,1.0,1.0,-0.0279004556607079,2770.6,-9.64,46.0,56.13,2.0,0.06678220179394173,1
2277,2010,Goodyear India Ltd.,4.0,1.0,2.0,1.0,0.2901691184015373,6022.6,12.2,49.0,74.0,2.0,0.061511177656146054,1
2278,2011,Goodyear India Ltd.,4.0,1.0,2.0,1.0,0.1751934061166944,7057.2,9.71,50.0,74.0,2.0,0.0653143976746825,1
2279,2012,Goodyear India Ltd.,3.0,3.0,2.0,1.0,0.0009782147273611,7528.1,7.0,51.0,74.0,2.0,0.06734773239377756,1
2280,2010,Grauer & Weil (India) Ltd.,8.0,3.0,1.0,5.0,0.2715303529019626,3822.7,3.88,53.0,68.38,2.0,0.07507490057095656,1
2281,2013,Grauer & Weil (India) Ltd.,10.0,3.0,1.0,5.0,0.1426808872316507,4295.1,6.49,56.0,68.68,2.0,0.07274655878142494,1
2282,2014,Grauer & Weil (India) Ltd.,11.0,3.0,1.0,5.0,0.0842431077092882,4182.6,7.15,57.0,68.68,2.0,0.06957880793327731,1
2283,2015,Grauer & Weil (India) Ltd.,11.0,3.0,1.0,5.0,0.0110870142515711,4036.7,7.43,58.0,68.82,2.0,0.06842451795962817,1
2284,2016,Grauer & Weil (India) Ltd.,13.0,4.0,1.0,5.0,0.0292630611306881,4659.3,11.55,59.0,69.02,2.0,0.05601633738331857,1
2285,2014,Grindwell Norton Ltd.,5.0,2.0,2.0,6.0,0.1752235546417715,9228.9,11.57,64.0,59.03,2.0,0.07068779722433532,1
2286,2010,Gujarat Ambuja Exports Ltd.,6.0,1.0,1.0,7.0,0.3897166975762616,9956.4,10.05,19.0,63.95,2.0,0.056487918969353956,1
2287,2011,Gujarat Ambuja Exports Ltd.,17.0,1.0,1.0,7.0,0.0888541203298922,11403.4,4.59,20.0,64.22,2.0,0.024523737880624952,1
2288,2014,Gujarat Ambuja Exports Ltd.,15.0,2.0,1.0,7.0,-0.1796906699382426,12850.4,6.12,23.0,71.96,2.0,0.018891987530996468,1
2289,2016,Gujarat Ambuja Exports Ltd.,8.0,3.0,1.0,7.0,0.2180590322174,17318.8,9.97,25.0,71.97,2.0,0.05377820613829093,1
2290,2010,Gujarat Intrux Ltd.,3.0,2.0,1.0,1.0,0.4918450560652396,297.4,7.64,18.0,51.92,2.0,0.06330748642373824,1
2291,2011,Gujarat Intrux Ltd.,3.0,1.0,1.0,1.0,0.3334472155790913,340.1,13.27,19.0,51.23,2.0,0.06859212818897648,1
2292,2012,Gujarat Intrux Ltd.,3.0,2.0,1.0,1.0,0.4360748142454522,358.7,15.83,20.0,54.57,2.0,0.06516076116193975,1
2293,2013,Gujarat Intrux Ltd.,3.0,2.0,1.0,1.0,-0.2729705619982159,444.2,11.71,21.0,55.29,2.0,0.07039890074113248,1
2294,2014,Gujarat Intrux Ltd.,3.0,2.0,1.0,1.0,0.5968098159509203,591.9,6.16,22.0,53.51,2.0,0.06740625960267843,1
2295,2015,Gujarat Intrux Ltd.,3.0,2.0,1.0,1.0,-0.3148916551406178,409.7,0.52,23.0,53.72,2.0,0.07685202019776571,1
2296,2016,Gujarat Intrux Ltd.,3.0,2.0,1.0,1.0,-0.3544190219829519,418.1,1.59,24.0,54.11,2.0,0.0739584710290756,1
2297,2012,Gujarat Sidhee Cement Ltd.,3.0,1.0,1.0,1.0,0.0253802943950141,2949.6,13.92,39.0,35.7,2.0,0.0522245794533559,1
2298,2013,Gujarat Sidhee Cement Ltd.,3.0,1.0,1.0,1.0,-0.0839131477927064,3213.1,-1.04,40.0,34.41,2.0,0.057582921003433374,1
2299,2014,Gujarat Sidhee Cement Ltd.,3.0,1.0,1.0,1.0,0.1898557367031146,3521.5,-0.22,41.0,43.04,2.0,0.07025396822992419,1
2300,2015,Gujarat Sidhee Cement Ltd.,3.0,1.0,1.0,1.0,-0.0289629113320372,3385.7,-2.66,42.0,61.98,2.0,0.07892720300355677,1
2301,2016,H B L Power Systems Ltd.,5.0,2.0,1.0,7.0,0.0967392939794082,15208.1,2.62,30.0,74.24,2.0,0.06433459352919457,1
2302,2010,H E G Ltd.,3.0,10.0,2.0,2.0,-0.0124713116528818,22140.3,6.18,38.0,52.27,2.0,0.07872156028656196,1
2303,2011,H E G Ltd.,4.0,15.0,2.0,2.0,0.3301118175838633,26109.6,2.29,39.0,56.22,2.0,0.07508682566452085,1
2304,2015,H E G Ltd.,6.0,9.0,1.0,2.0,-0.2890186057778715,22037.8,-0.25,43.0,58.8,2.0,0.0717516090589711,1
2305,2016,H E G Ltd.,6.0,17.0,1.0,2.0,-0.0146068033192283,18410.8,-2.54,44.0,58.79,2.0,0.0706169971799877,1
2306,2013,H I L Ltd.,7.0,2.0,1.0,13.0,-0.1606449737530564,7450.2,0.64,67.0,41.4,2.0,0.006742976143563728,1
2307,2014,H I L Ltd.,8.0,4.0,1.0,13.0,0.2720216753585398,8742.6,7.2,68.0,40.99,2.0,0.007428189469813384,1
2308,2015,H I L Ltd.,9.0,4.0,2.0,13.0,-0.004003779567912,9323.4,3.88,69.0,41.0,2.0,0.01254534083215808,1
2309,2016,H I L Ltd.,9.0,4.0,2.0,13.0,0.0062468845974497,9291.3,5.06,70.0,40.99,2.0,0.013193817645614947,1
2310,2010,H M T Ltd.,9.0,1.0,1.0,3.0,0.0066581179719866,15019.8,-5.46,57.0,98.88,2.0,0.008087962975408647,1
2311,2013,H M T Ltd.,9.0,1.0,2.0,3.0,-0.1923667050249328,15185.7,-13.41,60.0,90.0,2.0,-0.007793137495868352,-1
2312,2015,H M T Ltd.,9.0,1.0,1.0,3.0,-0.7885971492873218,9341.3,0.54,62.0,90.0,2.0,-0.004758597025874611,-1
2313,2014,Harita Seating Systems Ltd.,4.0,5.0,1.0,5.0,0.094398188723342,1777.2,4.53,18.0,66.35,2.0,0.07780089970084986,1
2314,2015,Harita Seating Systems Ltd.,4.0,5.0,1.0,5.0,0.1245620474490305,1502.9,14.02,19.0,66.35,2.0,0.07168055248373312,1
2315,2016,Harita Seating Systems Ltd.,6.0,4.0,1.0,5.0,0.1310604711886536,1819.0,14.77,20.0,66.35,2.0,0.07344675105001836,1
2316,2011,Havells India Ltd.,6.0,1.0,1.0,8.0,0.2594868019969232,26614.0,13.07,28.0,61.56,2.0,0.06612327575780319,1
2317,2011,Heidelberg Cement India Ltd.,4.0,2.0,2.0,4.0,0.1441795599931281,21779.4,1.64,63.0,68.55,2.0,0.07725316220973205,1
2318,2012,Heidelberg Cement India Ltd.,4.0,1.0,2.0,4.0,0.1278042748630983,24770.2,1.04,64.0,68.55,2.0,0.0756023500781885,1
2319,2013,Heidelberg Cement India Ltd.,4.0,1.0,2.0,4.0,0.2492755893178793,29212.7,-2.21,65.0,68.91,2.0,0.06408196416559603,1
2320,2011,Hikal Ltd.,4.0,3.0,2.0,5.0,0.6565656565656564,697.1,0.54,50.0,40.72,2.0,0.038697161993883844,1
2321,2014,Hikal Ltd.,4.0,1.0,1.0,5.0,0.0358245830759726,723.6,-12.3,53.0,40.86,2.0,0.04338496794736946,1
2322,2015,Hikal Ltd.,5.0,2.0,1.0,5.0,-0.3372093023255813,568.2,-10.65,54.0,40.97,2.0,0.03281741756236678,1
2323,2010,Himalaya Food Intl. Ltd.,5.0,1.0,1.0,1.0,0.4626727062524876,18631.4,7.24,23.0,44.63,2.0,0.06512013110021847,1
2324,2011,Himalaya Food Intl. Ltd.,1.0,1.0,1.0,1.0,0.6081114350502106,22566.5,3.07,24.0,44.63,2.0,0.03895985808330943,1
2325,2012,Himalaya Food Intl. Ltd.,3.0,1.0,1.0,1.0,0.1810065589093195,24730.3,1.18,25.0,44.63,2.0,0.07637974627675143,1
2326,2013,Himalaya Food Intl. Ltd.,1.0,5.0,1.0,1.0,0.0470628368697549,26012.4,-1.87,26.0,44.63,2.0,0.05652388729154867,1
2327,2014,Himalaya Food Intl. Ltd.,1.0,5.0,1.0,1.0,0.0134229937185601,23897.6,-0.59,27.0,44.63,2.0,0.05574995381902681,1
2328,2015,Himalaya Food Intl. Ltd.,1.0,5.0,1.0,1.0,-0.1700658402345558,22252.5,-0.74,28.0,44.63,2.0,0.05267974945720305,1
2329,2016,Himalaya Food Intl. Ltd.,1.0,6.0,1.0,1.0,0.1398146856939215,23649.4,3.55,29.0,48.95,2.0,0.061490667162154344,1
2330,2011,Himatsingka Seide Ltd.,6.0,2.0,2.0,1.0,0.3125151002657647,3247.1,5.97,19.0,30.48,2.0,0.04048301469734583,1
2331,2012,Himatsingka Seide Ltd.,6.0,7.0,2.0,1.0,0.5654855039116429,3573.0,5.57,20.0,36.29,2.0,0.03837452140547387,1
2332,2013,Hindustan Hardy Ltd.,5.0,2.0,1.0,1.0,-0.0978723404255319,178.4,-9.86,29.0,74.45,2.0,0.059885259220536946,1
2333,2014,Hindustan Hardy Ltd.,5.0,2.0,1.0,1.0,1.8522012578616351,171.9,-50.06,30.0,74.45,2.0,-0.09036157819034302,-1
2334,2015,Hindustan Hardy Ltd.,6.0,2.0,1.0,1.0,0.3544652701212789,194.9,7.96,31.0,74.45,2.0,0.0758486517045891,1
2335,2016,Hindustan Hardy Ltd.,5.0,2.0,1.0,1.0,0.5738705738705738,509.9,1.91,32.0,60.4,2.0,0.07872416403614774,1
2336,2013,Hindusthan National Glass & Inds. Ltd.,5.0,35.0,1.0,7.0,0.0944342951709218,417134.3,17.94,47.0,64.92,2.0,-0.05492220481402599,-1
2337,2010,Hi-Tech Gears Ltd.,4.0,21.0,2.0,2.0,0.3005972892258213,1501.1,8.36,19.0,66.61,2.0,0.0413312019715365,1
2338,2012,Hi-Tech Gears Ltd.,5.0,19.0,2.0,2.0,0.1271385048043121,1708.0,4.15,21.0,66.67,2.0,0.05874957047951834,1
2339,2013,Hi-Tech Gears Ltd.,5.0,19.0,2.0,2.0,0.0615448591329661,1777.3,2.81,22.0,66.67,2.0,0.06262090289266209,1
2340,2014,Hi-Tech Gears Ltd.,5.0,12.0,2.0,2.0,0.6722815264583943,2542.7,3.0,23.0,71.06,2.0,0.04096652036405651,1
2341,2015,Hi-Tech Gears Ltd.,6.0,19.0,2.0,2.0,-0.1554844125168368,2405.4,5.58,24.0,71.07,2.0,0.04207022743540245,1
2342,2010,I F B Industries Ltd.,8.0,4.0,1.0,5.0,0.119098196703518,4172.0,11.08,36.0,71.56,2.0,0.07071744597326413,1
2343,2011,I F B Industries Ltd.,12.0,4.0,1.0,5.0,0.1842768864133899,4765.1,6.4,37.0,71.44,2.0,0.056516636439568224,1
2344,2012,I F B Industries Ltd.,13.0,4.0,1.0,5.0,0.1553571846409434,5416.3,5.29,38.0,74.96,2.0,0.053608250522556966,1
2345,2013,I F B Industries Ltd.,14.0,3.0,1.0,5.0,0.1121788705153261,6449.9,3.47,39.0,74.96,2.0,0.04992225697736069,1
2346,2010,India Glycols Ltd.,10.0,1.0,2.0,4.0,-0.0322158574529932,79620.6,0.92,64.0,25.18,2.0,0.021180544995832717,1
2347,2011,India Glycols Ltd.,12.0,1.0,2.0,4.0,0.1890271074554945,82730.2,3.88,65.0,25.77,2.0,0.009139892689317364,1
2348,2012,India Glycols Ltd.,11.0,1.0,2.0,4.0,0.1038456163530801,88323.0,2.03,66.0,28.23,2.0,0.019022744587190055,1
2349,2013,India Glycols Ltd.,10.0,1.0,2.0,4.0,-0.0342667295836353,87656.5,-0.7,67.0,28.23,2.0,0.011710316610250904,1
2350,2014,India Glycols Ltd.,11.0,2.0,2.0,4.0,-0.0072558187574733,84194.6,0.34,68.0,28.23,2.0,0.02059585597685437,1
2351,2010,India Nippon Electricals Ltd.,3.0,16.0,1.0,4.0,0.0508474576271185,1260.1,2.43,57.0,58.46,2.0,0.07003440112226783,1
2352,2015,Indian Metals & Ferro Alloys Ltd.,5.0,2.0,1.0,7.0,-0.0189197902703069,3273.5,7.05,29.0,55.43,2.0,0.07890063413264453,1
2353,2012,Indo Rama Synthetics (India) Ltd.,8.0,2.0,1.0,1.0,0.5056649929187589,8484.1,2.98,24.0,54.07,2.0,0.07010987474408575,1
2354,2013,Indo Rama Synthetics (India) Ltd.,7.0,1.0,1.0,1.0,0.2303048441575099,9761.7,10.06,25.0,54.11,2.0,0.08403651264381651,1
2355,2014,Indo Rama Synthetics (India) Ltd.,7.0,2.0,1.0,1.0,0.1305620039199877,11546.8,15.95,26.0,58.76,2.0,0.08528504756079436,1
2356,2016,Indo Rama Synthetics (India) Ltd.,2.0,2.0,2.0,1.0,-0.0067788826324827,14420.7,16.49,28.0,58.94,2.0,0.06616315775341691,1
2357,2012,Indosolar Ltd.,4.0,2.0,2.0,1.0,0.1207345867949278,6938.6,6.38,65.0,59.19,2.0,0.07719486020841493,1
2358,2014,Indosolar Ltd.,4.0,2.0,2.0,1.0,0.1793361957336605,8526.9,10.38,67.0,59.25,2.0,0.06678067403353471,1
2359,2015,Indosolar Ltd.,4.0,2.0,2.0,1.0,0.1494070872148123,9810.9,8.74,68.0,59.23,2.0,0.07159216287429193,1
2360,2016,Indosolar Ltd.,4.0,2.0,2.0,1.0,0.0883065691962714,12493.7,6.79,69.0,59.15,2.0,0.06809979631099011,1
2361,2013,Ingersoll-Rand (India) Ltd.,6.0,1.0,2.0,1.0,0.0072962334794712,16461.0,4.0,92.0,74.0,2.0,0.02623896723882302,1
2362,2016,Ingersoll-Rand (India) Ltd.,5.0,1.0,2.0,1.0,-0.0037348692795751,12246.2,5.02,95.0,74.0,2.0,0.020083216489294675,1
2363,2010,Ion Exchange (India) Ltd.,13.0,2.0,1.0,4.0,0.1504327118545623,5125.8,1.93,46.0,41.17,2.0,0.05002669096232376,1
2364,2013,Ion Exchange (India) Ltd.,13.0,2.0,1.0,4.0,-0.074402292782261,6069.5,3.38,49.0,43.91,2.0,0.050499157412521534,1
2365,2014,Ion Exchange (India) Ltd.,13.0,2.0,1.0,4.0,0.0364228967203095,6425.5,4.18,50.0,44.44,2.0,0.0596760327193438,1
2366,2011,J B Chemicals & Pharmaceuticals Ltd.,9.0,4.0,2.0,3.0,-0.1965780358221466,11768.1,-10.75,35.0,55.31,2.0,0.05743367071607752,1
2367,2012,J B F Industries Ltd.,7.0,1.0,2.0,2.0,0.0417684354925051,35256.5,1.53,30.0,44.45,2.0,0.07642562044076318,1
2368,2010,J B M Auto Ltd.,5.0,2.0,1.0,7.0,0.5672315947959694,4207.3,3.44,14.0,61.99,2.0,0.03918125728647315,1
2369,2013,J K Cement Ltd.,2.0,1.0,1.0,4.0,-0.0403144069291507,51455.2,2.13,19.0,66.93,2.0,0.05706925139034452,1
2370,2012,J K Lakshmi Cement Ltd.,2.0,1.0,2.0,4.0,0.1977363963637306,31746.9,6.22,74.0,45.95,2.0,0.037675938152494426,1
2371,2014,J K Lakshmi Cement Ltd.,2.0,2.0,2.0,4.0,0.1222523113837006,42514.7,4.27,76.0,45.94,2.0,0.03920324711619877,1
2372,2011,J K Paper Ltd.,1.0,1.0,1.0,2.0,0.0881607909645292,24054.5,2.52,51.0,51.01,2.0,0.058521000718391225,1
2373,2011,J K Tyre & Inds. Ltd.,2.0,6.0,2.0,4.0,0.1352025739115891,43744.6,-1.68,60.0,47.34,2.0,0.05284257643929341,1
2374,2012,J K Tyre & Inds. Ltd.,3.0,11.0,2.0,4.0,0.0005758796813242,47832.4,1.74,61.0,47.34,2.0,0.05669677593912065,1
2375,2013,J K Tyre & Inds. Ltd.,3.0,11.0,3.0,4.0,0.0941439640215429,51678.4,2.67,62.0,47.34,2.0,0.05251869029791928,1
2376,2011,J L Morison (India) Ltd.,5.0,2.0,2.0,1.0,0.0761623164763458,1230.8,0.14,77.0,68.52,2.0,0.04897001345179497,1
2377,2012,J L Morison (India) Ltd.,5.0,2.0,2.0,1.0,0.0807200378967314,1104.4,-2.74,78.0,71.99,2.0,0.033701585054072,1
2378,2013,J L Morison (India) Ltd.,4.0,2.0,2.0,1.0,-0.2171473656526694,928.0,-1.66,79.0,72.61,2.0,0.025304529363239736,1
2379,2015,J L Morison (India) Ltd.,5.0,1.0,2.0,1.0,0.040158433270987,1003.5,2.9,81.0,73.09,2.0,0.03382051379580342,1
2380,2016,J L Morison (India) Ltd.,5.0,1.0,2.0,1.0,-0.1833086524222551,1945.1,1.01,82.0,74.89,2.0,0.027551491002527906,1
2381,2011,J S L Industries Ltd.,7.0,2.0,2.0,1.0,0.2585675779745862,491.1,10.02,45.0,51.91,2.0,0.07094785566428513,1
2382,2012,J S L Industries Ltd.,7.0,2.0,2.0,1.0,0.1594003365458161,506.1,5.88,46.0,56.39,2.0,0.07973647004560835,1
2383,2013,J S L Industries Ltd.,7.0,2.0,2.0,1.0,-0.2151998944451775,525.8,3.09,47.0,60.87,2.0,0.06945792361877762,1
2384,2014,J S L Industries Ltd.,7.0,2.0,2.0,1.0,0.0331203765971757,490.2,1.97,48.0,37.87,2.0,0.059459361067283834,1
2385,2010,J V L Agro Inds. Ltd.,10.0,1.0,1.0,4.0,0.7670523603480968,10338.7,3.31,21.0,49.51,2.0,0.037741369393548,1
2386,2011,J V L Agro Inds. Ltd.,7.0,2.0,1.0,4.0,0.3564946647774429,13474.1,2.98,22.0,49.51,2.0,0.07659265709950797,1
2387,2012,J V L Agro Inds. Ltd.,7.0,2.0,1.0,5.0,0.2882973940498203,14333.3,2.7,23.0,51.66,2.0,0.07699785448259533,1
2388,2013,J V L Agro Inds. Ltd.,7.0,2.0,1.0,5.0,0.1415320591538356,16053.8,0.38,24.0,52.73,2.0,0.08269179698395601,1
2389,2014,J V L Agro Inds. Ltd.,6.0,2.0,1.0,5.0,0.0122768344569668,18308.5,1.09,25.0,52.73,2.0,0.0838068201309603,1
2390,2015,J V L Agro Inds. Ltd.,5.0,2.0,1.0,5.0,-0.0667161684696223,21572.6,0.48,26.0,55.24,2.0,0.08378995971770525,1
2391,2016,J V L Agro Inds. Ltd.,7.0,2.0,1.0,5.0,-0.061529365679903,21851.6,-0.12,27.0,55.25,2.0,0.08446819450715459,1
2392,2014,Jai Balaji Inds. Ltd.,13.0,1.0,1.0,2.0,-0.2530345252136973,42016.5,-9.24,15.0,58.64,2.0,0.014194134570579053,1
2393,2015,Jai Balaji Inds. Ltd.,12.0,1.0,1.0,2.0,-0.1636563807366864,38199.4,-16.55,16.0,58.64,2.0,0.024575398409671212,1
2394,2016,Jai Balaji Inds. Ltd.,10.0,2.0,1.0,2.0,0.2716317765023581,36151.3,-6.34,17.0,65.13,2.0,0.054226897840540966,1
2395,2011,Jay Bharat Maruti Ltd.,7.0,2.0,2.0,2.0,0.0208596075266105,5617.1,3.93,24.0,58.57,2.0,0.08584335222796852,1
2396,2010,Jay Ushin Ltd.,5.0,1.0,2.0,4.0,0.2799678197908286,2139.3,4.75,24.0,68.59,2.0,0.07875823227834994,1
2397,2010,Jindal Saw Ltd.,7.0,2.0,1.0,5.0,-0.3764175069099426,68592.6,7.5,26.0,46.0,2.0,0.041347037992933044,1
2398,2011,Jindal Saw Ltd.,7.0,1.0,1.0,5.0,0.2370928321895584,77395.2,4.72,27.0,45.99,2.0,0.057912831110372764,1
2399,2012,Jindal Saw Ltd.,6.0,2.0,1.0,5.0,0.0712902451683474,82875.9,2.2,28.0,46.0,2.0,0.05528684220319735,1
2400,2013,Jumbo Bag Ltd.,6.0,4.0,1.0,3.0,-0.0522707797772066,982.3,-11.6,23.0,43.43,2.0,0.0606852204205906,1
2401,2014,Jumbo Bag Ltd.,5.0,4.0,1.0,3.0,0.1007007233273056,870.7,-1.51,24.0,43.44,2.0,0.07688039503569305,1
2402,2010,Jyoti Ltd. (Gujarat),8.0,28.0,1.0,1.0,0.3217295345104334,3988.5,3.38,67.0,19.04,2.0,-0.03649161215097113,-1
2403,2011,Jyoti Ltd. (Gujarat),8.0,16.0,1.0,1.0,0.3016824794433901,7208.2,1.48,68.0,32.08,2.0,0.022639989854284226,1
2404,2012,Jyoti Ltd. (Gujarat),8.0,22.0,1.0,1.0,-0.1647845439172771,8131.0,-4.77,69.0,32.67,2.0,-0.003884043921335456,-1
2405,2013,Jyoti Ltd. (Gujarat),8.0,24.0,1.0,1.0,-0.4338740080519421,8019.5,-16.57,70.0,32.66,2.0,-0.020218301563112717,-1
2406,2014,Jyoti Ltd. (Gujarat),8.0,39.0,1.0,1.0,0.0123730834052699,6782.6,-14.97,71.0,32.66,2.0,-0.022092535377404632,-1
2407,2015,Jyoti Ltd. (Gujarat),10.0,32.0,1.0,1.0,-0.1076417086243302,6241.9,-12.32,72.0,32.65,2.0,-0.02696647410397207,-1
2408,2016,Jyoti Ltd. (Gujarat),10.0,37.0,1.0,1.0,0.2606816216954088,6402.6,-19.67,73.0,32.65,2.0,-0.04740722849844514,-1
2409,2015,Jyoti Structures Ltd.,2.0,1.0,2.0,2.0,-0.1007509230169878,59791.6,-9.02,41.0,23.79,2.0,-0.0028187733599688847,-1
2410,2016,Jyoti Structures Ltd.,2.0,1.0,2.0,2.0,-0.6594117647058824,54658.4,-23.13,42.0,18.6,2.0,-0.054752555106479084,-1
2411,2014,Kajaria Ceramics Ltd.,3.0,6.0,2.0,3.0,0.1978236397748591,1010.6,2.73,52.0,60.23,2.0,0.08073829532732513,1
2412,2015,Kajaria Ceramics Ltd.,3.0,6.0,2.0,3.0,-0.1354551719817053,960.4,1.32,53.0,60.23,2.0,0.07399090187251833,1
2413,2013,Kalyani Steels Ltd.,9.0,1.0,1.0,1.0,-0.2047363591444907,2128.9,1.96,34.0,58.57,2.0,0.07328192182352539,1
2414,2014,Kalyani Steels Ltd.,8.0,1.0,1.0,1.0,0.1811565259841121,2026.9,-1.79,35.0,58.57,2.0,0.08112071385401581,1
2415,2014,Kanoria Chemicals & Inds. Ltd.,11.0,13.0,2.0,3.0,0.0314867350438008,1432.7,0.17,25.0,70.63,2.0,0.045472244254779304,1
2416,2013,Kansai Nerolac Paints Ltd.,3.0,6.0,1.0,4.0,0.2105087387287099,1632.5,7.23,42.0,69.19,2.0,0.08011732146578587,1
2417,2014,Kansai Nerolac Paints Ltd.,2.0,6.0,1.0,4.0,0.1393691373919441,1666.2,6.94,43.0,69.19,2.0,0.07451369191918283,1
2418,2015,Kansai Nerolac Paints Ltd.,2.0,11.0,1.0,4.0,0.0069010048831672,1751.4,9.71,44.0,69.19,2.0,0.05739898960833756,1
2419,2016,Kansai Nerolac Paints Ltd.,5.0,12.0,1.0,4.0,-0.0131462925851704,1948.5,8.12,45.0,69.19,2.0,0.07082257739396292,1
2420,2010,Kennametal India Ltd.,6.0,1.0,1.0,1.0,-0.0049771878888428,606.6,2.8,33.0,50.37,2.0,0.09075148705444452,1
2421,2011,Kennametal India Ltd.,3.0,1.0,1.0,1.0,0.5779908295122969,746.6,6.99,34.0,50.37,2.0,0.06953679474275021,1
2422,2013,Kennametal India Ltd.,3.0,1.0,2.0,1.0,-0.0035796021360248,1062.3,5.98,36.0,52.99,2.0,0.0810513753668326,1
2423,2014,Kennametal India Ltd.,4.0,1.0,2.0,1.0,0.2512956419316843,1041.6,3.69,37.0,53.43,2.0,0.08430496027402379,1
2424,2015,Kennametal India Ltd.,8.0,1.0,2.0,1.0,-0.0654680660799171,1197.3,3.46,38.0,54.22,2.0,0.08005029952538428,1
2425,2016,Kennametal India Ltd.,8.0,1.0,2.0,1.0,0.1154311039484288,1209.4,4.86,39.0,54.23,2.0,0.08243822787656718,1
2426,2011,Kinetic Engineering Ltd.,6.0,13.0,2.0,1.0,-0.0141996557659208,222.1,3.47,39.0,41.22,2.0,0.061657956696456795,1
2427,2012,Kinetic Engineering Ltd.,7.0,16.0,2.0,1.0,-0.0536883457005673,227.9,2.53,40.0,42.73,2.0,0.05361785522419826,1
2428,2014,Kinetic Engineering Ltd.,7.0,22.0,2.0,1.0,-0.1574870912220309,246.3,0.9,42.0,43.09,2.0,0.03660164428545465,1
2429,2014,Kirloskar Brothers Ltd.,9.0,61.0,1.0,6.0,0.3203027674840339,11692.6,-3.15,16.0,29.66,2.0,-0.05225156560669364,-1
2430,2013,Kirloskar Pneumatic Co. Ltd.,2.0,3.0,1.0,3.0,0.0310541500715721,9939.9,4.0,22.0,59.55,2.0,0.08212891808841788,1
2431,2015,Kirloskar Pneumatic Co. Ltd.,6.0,3.0,2.0,3.0,-0.1805130404830145,8602.9,6.41,24.0,59.55,2.0,0.07733025068391286,1
2432,2016,Kirloskar Pneumatic Co. Ltd.,7.0,6.0,2.0,3.0,0.012657424737493,9943.3,9.0,25.0,59.54,2.0,0.084727136020191,1
2433,2013,Kokuyo Camlin Ltd.,5.0,4.0,1.0,4.0,0.0772284214704714,4007.9,-3.4,67.0,74.98,2.0,0.06178174498064393,1
2434,2015,Kokuyo Camlin Ltd.,5.0,1.0,2.0,4.0,0.1317905851297842,4566.8,1.16,69.0,74.99,2.0,0.05876133705046488,1
2435,2010,Krypton Industries Ltd.,10.0,1.0,2.0,1.0,0.0460443700293009,312.9,2.43,20.0,13.76,2.0,-0.004661901947972502,-1
2436,2011,Krypton Industries Ltd.,10.0,1.0,2.0,1.0,0.3117246898759505,387.7,-4.75,21.0,22.4,2.0,-0.0005202680348749822,-1
2437,2012,Krypton Industries Ltd.,15.0,1.0,2.0,1.0,0.3071995118974984,500.7,1.15,22.0,22.4,2.0,-0.007710191800011423,-1
2438,2013,Krypton Industries Ltd.,16.0,1.0,2.0,2.0,0.0030338389731621,527.8,1.75,23.0,26.35,2.0,0.005648522237056364,1
2439,2014,Krypton Industries Ltd.,13.0,1.0,2.0,2.0,-0.1470451372731502,549.2,-0.17,24.0,26.37,2.0,0.012159283735842574,1
2440,2015,Krypton Industries Ltd.,13.0,1.0,2.0,2.0,0.0551009274413529,552.0,0.67,25.0,26.37,2.0,0.020197554002668983,1
2441,2016,Krypton Industries Ltd.,11.0,1.0,2.0,2.0,-0.1238366080661841,529.8,-7.56,26.0,26.49,2.0,0.019218234897726894,1
2442,2011,Kuantum Papers Ltd.,4.0,2.0,1.0,1.0,0.2395089565326318,3465.0,0.54,14.0,70.3,2.0,0.06229870075603505,1
2443,2010,L G Balakrishnan & Bros. Ltd.,9.0,1.0,2.0,18.0,0.2823019927597523,5020.9,10.6,54.0,45.55,2.0,-0.03576647035191666,-1
2444,2011,L G Balakrishnan & Bros. Ltd.,7.0,1.0,2.0,18.0,0.2713912561673834,5885.2,7.99,55.0,45.7,2.0,-0.03980971921912252,-1
2445,2012,L G Balakrishnan & Bros. Ltd.,7.0,1.0,2.0,18.0,0.0449395065059041,6305.4,5.16,56.0,45.7,2.0,-0.035343219217784994,-1
2446,2013,L G Balakrishnan & Bros. Ltd.,7.0,1.0,2.0,18.0,0.0609900203564868,6969.8,7.69,57.0,45.7,2.0,-0.034704428989970004,-1
2447,2014,L G Balakrishnan & Bros. Ltd.,7.0,1.0,2.0,18.0,0.065373852330903,7992.8,8.04,58.0,46.51,2.0,-0.03357880381921602,-1
2448,2013,L M L Ltd.,3.0,1.0,1.0,1.0,0.0665804023056109,2491.7,-28.67,41.0,26.57,2.0,-0.03871816513358689,-1
2449,2014,L M L Ltd.,3.0,1.0,1.0,1.0,-0.2315723686629168,2077.1,-36.54,42.0,26.57,2.0,-0.06729020995505858,-1
2450,2015,L M L Ltd.,3.0,1.0,1.0,1.0,-0.2425605205243516,1854.3,-39.85,43.0,26.57,2.0,-0.07427770533924577,-1
2451,2016,L M L Ltd.,3.0,1.0,1.0,1.0,0.0,1854.3,-39.85,44.0,26.57,2.0,-0.0734997079272301,-1
2452,2010,L T Foods Ltd.,2.0,3.0,1.0,4.0,0.2082633620939256,10404.5,1.98,20.0,56.73,2.0,0.07550642656248324,1
